"total_pop","county_fips_code","commuters_by_public_transportation","commuters_by_car_truck_van","commuters_by_subway_or_elevated","white_pop","black_pop","asian_pop","hispanic_pop","amerindian_pop","other_race_pop","two_or_more_races_pop","not_hispanic_pop","median_income","median_age","families_with_young_children","high_school_diploma","bachelors_degree","graduate_professional_degree","bachelors_degree_or_higher_25_64","confirmed_cases","deaths","total_population","area_sqmi","population_density_per_sqmi","percent_below_poverty","percent_unemployed_CDC","eightieth_percentile_income","twentieth_percentile_income","income_ratio","stay_at_home_announced","stay_at_home_effective","date_stay_at_home_announced","percent_fair_or_poor_health","percent_smokers","percent_adults_with_obesity","percent_physically_inactive","percent_with_access_to_exercise_opportunities","percent_excessive_drinking","percent_adults_with_diabetes","percent_vaccinated","date","lat","lon"
5532,48195,9,2183,0,2950,4,0,2569,6,0,3,2963,40678,34.9,451,718,426,117,399,673,17,5552,919.809499999994,6.03603246106942,20,2.5,83438,21161,3.9430083644,"yes","yes","2020-03-31",24.092815647,16.335276137,25,21.9,87.689292713,17.248323624,6.4,29,2020-04-07,36.2774355569722,-101.354581302719
1084,48433,0,418,0,787,38,0,246,0,0,13,838,46786,51.9,75,273,71,28,74,134,4,1233,916.312210864012,1.34561122877253,18.9,6.9,101500,18250,5.5616438356,"yes","yes","2020-03-31",17.35799808,13.468019502,26.9,23,53.087248322,16.544903889,7.5,12,2020-07-18,33.1791948803327,-100.253384244473
2932,48079,7,1130,0,1104,77,0,1672,6,0,73,1260,37500,33.5,272,468,125,67,138,216,12,2955,775.081938284558,3.81250014229479,19.6,7,91417,14632,6.2477446692,"yes","yes","2020-03-31",29.513779769,17.98533803,25.2,22.2,47.521586185,15.391516973,16.7,21,2020-04-23,33.6041817114206,-102.828514992224
3836,48105,0,1673,0,1264,35,0,2537,0,0,0,1299,52310,35.5,406,733,166,53,149,472,13,3836,2807.32257046663,1.36642651626684,22.7,2.8,108737,21040,5.168108365,"yes","yes","2020-03-31",21.746863984,12.931940191,27.1,21.7,18.311374025,17.339386224,5.1,23,2020-06-05,30.7230944502138,-101.412057816521
8145,48307,2,3281,0,5067,161,0,2571,1,202,143,5574,42367,43.5,589,1597,671,261,556,467,12,8242,1065.60097581508,7.73460252670629,18.4,4.2,82214,18534,4.4358476314,"yes","yes","2020-03-31",20.154204216,14.433364696,35,31.7,53.990100205,17.00148794,13.1,23,2020-04-09,31.1988824522978,-99.3475443016915
3067,48421,7,1458,0,1712,8,0,1327,7,0,13,1740,54961,39.8,230,410,340,105,357,118,11,3069,923.035205375278,3.32490026613041,13.6,1,105000,27500,3.8181818182,"yes","yes","2020-03-31",18.584558011,13.42590776,27.7,27.2,37.607119314,19.101788905,4.2,36,2020-04-16,36.2777261836815,-101.89344515033
289,48269,0,158,0,212,0,0,77,0,0,0,212,56964,32.7,23,56,30,11,38,11,0,274,910.87207576913,0.300810626748699,3.3,4.1,112900,35786,3.154865031,"yes","yes","2020-03-31",17.414647444,14.322324636,22.7,20.7,0.6993006993,18.925467872,11.2,NA,2020-10-13,33.6165544039901,-100.255849436754
1591,48045,0,602,0,964,27,0,513,0,0,71,1078,42500,46.4,84,268,197,52,168,114,3,1672,900.000320286772,1.85777711664285,14.5,5.9,92409,20466,4.5152447962,"yes","yes","2020-03-31",19.311017965,14.333748709,26,28.5,71.227855834,16.689721391,10.2,29,2020-05-02,34.5302785018795,-101.208558878674
12755,48445,12,4228,0,5203,592,0,6858,31,0,71,5897,42441,34.6,1225,1904,696,349,814,1475,46,12724,888.838938111154,14.3153044431643,13.7,7,92309,23496,3.92871127,"no","no","2020-03-31",24.199254143,15.778872927,34.4,26.5,74.824124575,17.97325046,6,41,2020-03-25,33.1738063838315,-102.33517054199
1498,48101,2,553,0,803,153,0,490,5,32,15,1008,33534,47.6,146,264,114,63,110,176,7,1560,900.563123025378,1.73224947825899,25,11.6,64359,15222,4.2280252266,"yes","yes","2020-03-31",21.870811919,15.759202139,21.6,22.8,84.186046512,15.032039039,15.3,19,2020-04-27,34.0776492307986,-100.278800599552
3894,48435,0,1706,0,1528,3,0,2314,0,0,9,1580,60996,40.2,281,705,460,68,392,406,6,3936,1453.93451487261,2.70713705448066,9.2,6.6,109966,25865,4.2515368258,"yes","yes","2020-03-31",18.878810936,11.573098794,32.6,21.6,84.956395349,18.628306782,8.1,41,2020-06-19,30.498371180303,-100.538189570426
4432,48267,0,1796,0,3295,1,0,1049,21,15,51,3383,41095,52.6,279,776,388,254,332,227,6,4453,1250.9843804442,3.55959680201509,19,6,81655,21011,3.8862976536,"yes","yes","2020-03-31",19.230249201,13.992274084,30.6,27.9,60.646841763,15.508832995,7.5,24,2020-05-08,30.4868026222752,-99.7486962343151
2123,48327,0,937,0,1252,13,0,792,12,0,54,1331,37917,49.1,63,416,170,88,125,180,5,2163,902.02613338784,2.39793495990652,13.4,8.4,81840,17672,4.6310547759,"yes","yes","2020-03-31",18.318434615,11.869284283,33.5,24.8,76.85102587,15.966684169,13.8,27,2020-06-22,30.8898296552752,-99.8205977729943
5262,48247,19,1618,0,309,0,0,4938,0,0,15,324,31403,35.4,429,926,279,81,288,494,11,5218,1136.17259783026,4.59261208197133,20.9,18.4,81366,14286,5.6955060899,"yes","yes","2020-03-31",31.208334245,14.88099559,24.5,20.2,47.132075472,15.013137852,8.6,30,2020-04-23,27.0434242348101,-98.6973396407972
74,48301,0,33,0,55,0,0,12,4,0,3,62,80938,57.5,0,17,3,0,3,1,0,76,668.751593053372,0.11364458909623,16.4,0,110143,38000,2.8985,"yes","yes","2020-03-31",15.312154139,14.343419592,28.9,22.9,0,22.258310739,4.5,NA,2020-11-17,31.8492800478375,-103.580019509883
4836,48103,34,1903,0,1591,201,0,3036,3,0,5,1800,63935,32.1,455,709,213,126,263,487,11,4823,785.068807828726,6.14341055446978,11.7,3.3,111404,31464,3.5406814137,"no","no","2020-03-31",20.186260486,13.096422992,25.4,19.5,92.137142857,19.091822414,8.1,18,2020-03-19,31.4286237259156,-102.51560129016
2111,48137,0,668,0,909,0,0,1201,1,0,0,910,48462,49.1,126,272,308,23,224,207,3,2028,2117.86979049656,0.957565950985358,7.7,3.9,80857,16021,5.0469383934,"yes","yes","2020-03-31",21.473344892,12.522689092,27.1,28.2,2.8471528472,15.61331708,11.8,30,2020-06-25,29.9827206784587,-100.304770978455
3631,48271,16,1173,0,1382,4,0,2245,0,0,0,1386,34926,41.1,170,688,237,68,222,258,3,3578,1360.05418809155,2.6307775317546,20.5,14.4,91250,16650,5.4804804805,"yes","yes","2020-03-31",24.11285106,13.631369338,27.1,21.9,69.983324069,16.345338963,5.6,25,2020-05-30,29.3500927768627,-100.417996532847
7777,48495,0,3012,0,2870,181,0,4619,67,0,40,3158,55000,32.6,798,1014,380,109,375,639,15,7723,841.116122800504,9.18184753644503,17.3,4.1,107864,23286,4.632139483,"yes","yes","2020-03-31",23.752164326,15.13600526,37.4,25.7,97.566807314,18.526578951,9.7,17,2020-04-10,31.8500659053778,-103.048349642348
10140,48315,0,3300,0,7187,2402,0,394,34,0,106,9746,36938,49.8,665,2427,778,300,769,401,20,10191,380.890805630426,26.7556996634049,21.6,9,82618,15461,5.3436388332,"yes","yes","2020-03-31",19.826007938,16.990876974,40.2,26.4,28.541627157,15.537697023,18.1,37,2020-04-16,32.7979922985959,-94.3571804474496
1929,48011,0,828,0,1671,24,0,192,26,0,16,1737,68750,45.9,107,276,237,93,222,128,6,1913,909.10869388085,2.10425883381853,9.6,1.6,124750,34021,3.6668528262,"yes","yes","2020-03-31",12.287989974,11.749550267,29.3,23.2,2.524986849,19.849309985,9.2,26,2020-04-14,34.9649527020908,-101.357389972018
8403,48405,0,2317,0,5783,1746,0,584,128,0,162,7819,32394,48.9,540,2112,531,213,347,496,26,8556,530.656728174462,16.1234175423233,26.6,14.1,78070,14347,5.4415557259,"yes","no","2020-03-31",20.578427462,16.721798038,39.7,25.6,49.734912578,15.117083938,23.7,45,2020-04-01,31.394226076365,-94.1681954266233
1414,48155,0,559,0,1077,31,0,306,0,0,0,1108,50000,48.6,49,281,133,41,138,91,5,1320,704.396238958566,1.87394526971295,6.9,9.3,77217,21824,3.5381689883,"yes","yes","2020-03-31",16.076238472,12.589098433,28.4,23,41.392215569,17.082068194,7.6,27,2020-07-10,33.974618841559,-99.7779956377337
7251,48047,1,2253,0,417,5,0,6824,0,0,5,427,24794,31.8,630,942,412,201,437,685,29,7217,943.35414204553,7.65036127826922,34.7,12.9,66571,11022,6.039829432,"yes","yes","2020-03-31",38.22644594,18.203002328,36.9,25.8,42.018551848,13.457787455,11.9,39,2020-04-22,27.0315875856481,-98.218749180555
5895,48107,0,2293,0,2358,218,0,3266,0,0,53,2629,38674,37.7,482,1117,387,96,353,383,22,5987,900.198140032574,6.65075802065461,20,9.5,74949,16990,4.4113596233,"yes","yes","2020-03-31",25.491516215,15.568249799,28.6,23.5,32.414589866,15.957656171,4.9,39,2020-04-07,33.6146706207496,-101.299995314478
8650,48425,12,3390,0,6804,51,0,1648,30,6,62,7002,52346,40.6,578,1473,822,375,843,883,8,8673,186.463011458462,46.51324641902,17.6,3.5,113360,20315,5.5801132168,"yes","yes","2020-03-31",17.871938715,15.392775207,29.1,24.5,70.906949352,18.380190678,7.7,45,2020-06-09,32.222262133847,-97.7743624934325
